Name,Type,Mileage,Year,Condition,Price
Audi SQ5,SQ5 TDI Quattro Vorsprung 5dr Tiptronic,20.92,2023,Diesel,59.99
Audi A5 Sportback,35 TFSI S Line 5dr S Tronic,5.648,2021,Petrol,nan
Audi A5,35 TFSI Edition 1 5dr S Tronic,27.965,2021,Petrol,29.95
Audi A5,2.0 TFSI 252 Quattro S Line 2dr S Tronic,23.736,2017,Petrol,21.49
Audi A5 Sportback,35 TFSI S Line 5dr S Tronic,16.511,2023,Petrol,30.35
Audi A5,35 TFSI S Line 5dr S Tronic,12.868,2023,Petrol,30.39
Audi A5 Sportback,40 TFSI 204 S Line 5dr S Tronic,1.995,2023,Petrol,36.99
Audi A5,40 TFSI 204 Black Edition 2dr S Tronic,6.179,2023,Petrol,38.4
Audi A5,40 TFSI 204 S Line 2dr S Tronic,4.511,2023,Petrol,nan
Audi A5,40 TFSI 204 S Line 2dr S Tronic,4.001,2023,Petrol,33.55
Audi A5 Sportback,40 TFSI 204 S Line 5dr S Tronic,2.275,2023,Petrol,35.59
Audi Q5 Sportback,40 TDI Quattro S Line 5dr S Tronic,14.687,2023,Diesel,40.85
Audi A5,35 TFSI S Line 5dr S Tronic,17.863,2023,Petrol,30.19
Audi A5 Sportback,35 TFSI S Line 5dr S Tronic,1.0,2023,Petrol,nan
Audi Q4,150kW 40 82.77kWh Edition 1 5dr Auto,1.453,2023,Electric,48.99
Audi A5 Sportback,35 TDI S Line 5dr S Tronic,14.465,2023,Diesel,31.39
Audi A5,40 TFSI 204 S Line 2dr S Tronic,1.324,2023,Petrol,35.99
Audi SQ5,SQ5 TDI Quattro 5dr Tiptronic,21.412,2020,Diesel,nan
Audi Q5 Sportback,50 TFSI e Quattro Sport 5dr S Tronic,37.848,2021,Hybrid,33.19
Audi Q5 Sportback,40 TDI Quattro S Line 5dr S Tronic,16.941,2023,Diesel,nan
Audi Q5,50 TFSI e Quattro S Line 5dr S Tronic,27.792,2023,Hybrid,nan
Audi Q5 Sportback,40 TDI Quattro S Line 5dr S Tronic,14.96,2023,Diesel,41.25
Audi A5 Sportback,40 TFSI 204 Black Edition 5dr S Tronic,1.675,2024,Petrol,44.89
Audi Q2,35 TFSI S Line 5dr S Tronic,3.001,2023,Petrol,nan
Audi Q5,50 TFSI e Quattro S Line 5dr S Tronic,8.605,2021,Hybrid,nan
Audi Q5 Sportback,45 TFSI Quattro S Line 5dr S Tronic,11.901,2023,Petrol,nan
Audi Q5,40 TDI Quattro S Line 5dr S Tronic,13.37,2021,Diesel,nan
Audi Q5 Sportback,45 TFSI Quattro S Line 5dr S Tronic,14.534,2023,Petrol,nan
Audi A5,40 TFSI 204 S Line 2dr S Tronic,1.589,2023,Petrol,32.89
Audi Q5 Sportback,50 TFSI e Quattro Edition 1 5dr S Tronic,906.0,2023,Hybrid,56.69
Audi Q2,30 TFSI Sport 5dr,16.897,2020,Petrol,17.85
Audi Q5,55 TFSI e Quattro S Line Competition 5dr S Tronic,8.902,2020,Hybrid,34.95
Audi SQ5,SQ5 TDI Quattro 5dr Tiptronic,31.302,2021,Diesel,41.99
Audi Q5 Sportback,45 TFSI Quattro S Line 5dr S Tronic,8.664,2023,Petrol,42.15
Audi Q2,40 TFSI Quattro Black Edition 5dr S Tronic,28.856,2020,Petrol,nan
Audi Q5 Sportback,45 TFSI Quattro S Line 5dr S Tronic,14.658,2023,Petrol,40.65
Audi Q5,50 TFSI e Quattro S Line 5dr S Tronic,6.0,2023,Hybrid,nan
Audi Q2,2.0 TFSI Quattro S Line 5dr S Tronic,35.357,2018,Petrol,21.49
Audi A5,35 TFSI Sport 2dr S Tronic,3.498,2023,Petrol,31.49
Audi Q2,35 TFSI Sport 5dr S Tronic,7.451,2019,Petrol,20.39
Audi Q2,35 TFSI Black Edition 5dr S Tronic,32.943,2019,Petrol,21.89
Audi Q2,35 TFSI Black Edition 5dr S Tronic,12.839,2023,Petrol,31.15
Audi Q2,35 TFSI S Line 5dr S Tronic,5.693,2023,Petrol,28.05
Audi Q5 Sportback,50 TFSI e Quattro Edition 1 5dr S Tronic,4.034,2023,Hybrid,56.99
Audi Q2,35 TFSI S Line 5dr S Tronic,11.875,2023,Petrol,27.99
Audi Q2,1.4 TFSI Sport 5dr,24.892,2017,Petrol,18.29
Audi Q2,35 TFSI S Line 5dr S Tronic,2.595,2023,Petrol,29.79
Audi Q2,35 TFSI S Line 5dr,1.58,2023,Petrol,nan
Audi Q5,2.0T FSI Quattro S Line 5dr S Tronic,47.831,2018,Petrol,26.29
Audi Q5 Sportback,50 TFSI e Quattro S Line 5dr S Tronic,3.494,2023,Hybrid,nan
Audi Q5,50 TFSI e Quattro Sport 5dr S Tronic,1.4,2023,Hybrid,47.99
Audi Q5 Sportback,40 TDI Quattro Sport 5dr S Tronic,3.794,2023,Diesel,39.99
Audi Q2,35 TFSI Black Edition 5dr S Tronic,2.224,2023,Petrol,33.79
Audi Q2,35 TFSI S Line 5dr,4.322,2023,Petrol,26.49
Audi Q5,50 TFSI e Quattro S Line 5dr S Tronic,5.01,2023,Hybrid,nan
Audi Q2,35 TFSI Sport 5dr S Tronic,2.5,2023,Petrol,29.99
Audi Q5,50 TFSI e Quattro S Line 5dr S Tronic,1.347,2023,Hybrid,48.99
Audi Q5 Sportback,50 TFSI e Quattro S Line 5dr S Tronic,999.0,2023,Hybrid,48.99
Audi Q5 Sportback,40 TDI Quattro S Line 5dr S Tronic,2.5,2023,Diesel,45.595
Audi Q8,250kW 50 Quattro 95kWh Black Edition 5dr Auto,3.444,2023,Electric,nan
Audi A4,35 TFSI Technik 4dr S Tronic,16.985,2020,Petrol,19.89
Audi Q2,35 TFSI S Line 5dr S Tronic,1.0,2022,Petrol,33.295
Audi RS4,RS 4 TFSI Quattro Carbon Black 5dr Tiptronic,3.49,2023,Petrol,68.49
Audi RS4,RS 4 TFSI Quattro 5dr Tiptronic,13.489,2020,Petrol,49.45
Audi Q2,35 TFSI S Line 5dr S Tronic,1.0,2022,Petrol,33.595
Audi RS4,RS 4 TFSI Quattro 5dr Tiptronic,4.512,2022,Petrol,57.995
Audi A4 Avant,40 TDI 204 Quattro Black Edition 5dr S Tronic,3.556,2023,Diesel,nan
Audi Q5,50 TFSI e Quattro Edition 1 5dr S Tronic,3.0,2023,Hybrid,51.995
Audi A4,35 TFSI S Line 4dr S Tronic,7.0,2023,Petrol,31.09
Audi A4 Avant,40 TFSI 204 S Line 5dr S Tronic,16.444,2021,Petrol,28.25
Audi A4 Avant,35 TFSI Black Edition 5dr S Tronic,3.732,2023,Petrol,33.55
Audi A4,45 TFSI 265 Quattro Black Edition 4dr S Tronic,8.149,2021,Petrol,32.49
Audi RS6,RS 6 TFSI Quattro Vorsprung 5dr Tiptronic,29.432,2020,Petrol,74.9
Audi A4,40 TFSI 204 Black Edition 5dr S Tronic,3.001,2023,Petrol,39.49
Audi RS6,RS 6 TFSI Quattro Carbon Black 5dr Tiptronic,27.155,2020,Petrol,70.99
Audi RS6,RS 6 TFSI Quattro Vorsprung 5dr Tiptronic,21.94,2021,Petrol,77.0
Audi Q7,50 TDI Quattro Black Edition 5dr Tiptronic,29.685,2020,Diesel,48.0
Audi RS6,RS 6 TFSI Quattro Carbon Black 5dr Tiptronic,3.5,2023,Petrol,97.95
Audi RS6,RS 6 TFSI Quattro Carbon Black 5dr Tiptronic,29.565,2020,Petrol,70.75
Audi RS6,RS 6 TFSI Quattro Carbon Black 5dr Tiptronic,2.65,2023,Petrol,89.85
Audi RS6,RS 6 TFSI Quattro Vorsprung 5dr Tiptronic,26.354,2021,Petrol,78.0
Audi RS6,RS 6 TFSI Quattro 5dr Tiptronic,18.089,2021,Petrol,66.5
Audi A1,30 TFSI 110 Black Edition 5dr S Tronic,4.001,2023,Petrol,nan
Audi A1,30 TFSI 110 S Line 5dr S Tronic,36.791,2021,Petrol,19.79
Audi A1,1.4 TFSI 150 Black Edition 5dr,29.29,2018,Petrol,16.99
Audi A1,30 TFSI 110 Black Edition 5dr,4.0,2023,Petrol,25.59
Audi A1,35 TFSI Black Edition 5dr S Tronic,7.712,2021,Petrol,24.99
Audi RS5,RS 5 TFSI Quattro Audi Sport Edn 2dr Tiptronic,11.588,2019,Petrol,42.948
Audi A1,25 TFSI Sport 5dr,8.896,2020,Petrol,17.79
Audi A1,30 TFSI Sport 5dr,28.599,2019,Petrol,15.816
Audi A1,30 TFSI S Line 5dr S Tronic,23.459,2019,Petrol,20.99
Audi A1,30 TFSI 110 S Line 5dr S Tronic,14.768,2023,Petrol,23.29
Audi A1 Citycarver,30 TFSI Citycarver 5dr S Tronic,1.075,2020,Petrol,23.49
Audi A1,1.0 TFSI Sport Nav 5dr,16.26,2018,Petrol,nan
Audi RS5,RS 5 TFSI Quattro 2dr Tiptronic,14.503,2020,Petrol,45.0
Audi RS5,RS 5 TFSI Quattro Carbon Black 5dr Tiptronic,100.0,2023,Petrol,72.95
Audi RS5,RS 5 TFSI Quattro Carbon Black 2dr Tiptronic,29.447,2020,Petrol,47.45
Audi RS5,RS 5 TFSI Quattro Carbon Black 5dr Tiptronic,1.0,2023,Petrol,64.995
Audi A6 Avant,40 TDI Quattro Black Edition 5dr S Tronic,4.0,2023,Diesel,47.99
Audi Q7,55 TFSI e Quattro Black Edition 5dr Tiptronic,75.0,2023,Hybrid,69.99
Audi A6,40 TFSI S Line 4dr S Tronic,24.226,2021,Petrol,25.89
Audi A6 Avant,40 TDI Quattro Black Edition 5dr S Tronic [Tech],8.079,2023,Diesel,42.49
Audi R8,5.2 FSI V10 Quattro 2dr S Tronic,29.619,2019,Petrol,82.35
Audi A6,55 TFSI Quattro S Line 4dr S Tronic,33.331,2019,Petrol,nan
Audi A6 Avant,40 TDI Quattro S Line 5dr S Tronic [C+S Pack],2.0,2022,Diesel,42.795
Audi A6 Avant,55 TFSI Quattro S Line 5dr S Tronic,69.946,2020,Petrol,28.95
Audi e-tron,370kW S Quattro 95kWh 5dr Auto,15.657,2022,Electric,48.59
Audi A6 Avant,40 TDI Quattro Black Edition 5dr S Tronic [Tech],7.235,2023,Diesel,nan
Audi A6 Avant,55 TFSI Quattro Sport 5dr S Tronic,29.875,2020,Petrol,nan
Audi A7,40 TDI Quattro Black Edition 5dr S Tronic,1.335,2023,Diesel,46.0
Audi A6 Avant,40 TDI S Line 5dr S Tronic,34.722,2020,Diesel,nan
Audi A6 Avant,50 TFSI e 17.9kWh Qtro S Line 5dr S Tronic,11.517,2022,Hybrid,44.39
Audi e-tron S,300kW 55 Quattro 95kWh S Line 5dr Auto,16.101,2022,Electric,nan
Audi RS5,RS 5 TFSI Quattro Audi Sport Edn 2dr Tiptronic,11.438,2019,Petrol,43.0
Audi e-tron S,300kW 55 Quattro 95kWh S Line 5dr Auto,14.571,2022,Electric,36.39
Audi e-tron,230kW 50 Quattro 71kWh Black Edition 5dr Auto,21.346,2021,Electric,32.447
Audi e-tron,300kW 55 Quattro 95kWh Black Edition 5dr Auto,30.421,2021,Electric,36.05
Audi A6,40 TDI Quattro Black Edition 4dr S Tronic [Tech],3.0,2023,Diesel,38.69
Audi e-tron,230kW 50 Quattro 71kWh Technik 5dr Auto,22.684,2020,Electric,23.89
Audi RS e-tron GT,475kW Quattro 93kWh Carbon Vorsprung 4dr Auto,2.49,2023,Electric,104.99
Audi RS e-tron GT,475kW Quattro 93kWh Carbon Black 4dr Auto,6.069,2023,Electric,89.99
Audi RS Q8,RS Q8 TFSI Quattro Vorsprung 5dr Tiptronic,50.0,2023,Petrol,111.95
Audi R8,5.2 FSI V10 Quattro Performance Ed 2dr S Tronic,62.0,2022,Petrol,119.99
Audi e-tron GT,390kW Quattro 93kWh Vorsprung 4dr Auto,654.0,2023,Electric,85.89
Audi Q4 e-tron Sportback,150kW 40 82kWh S Line 5dr Auto,1.342,2023,Electric,45.49
Audi A6 Avant,40 TFSI S Line 5dr S Tronic [Tech Pack],5.501,2023,Petrol,nan
Audi Q4,125kW 35 55.52kWh Sport 5dr Auto,3.802,2023,Electric,34.99
Audi Q4,125kW 35 55.52kWh Sport 5dr Auto,2.099,2023,Electric,nan
Audi Q4,150kW 40 82kWh Black Edition 5dr Auto,1.0,2023,Electric,46.99
Audi Q4,150kW 40 82kWh S Line 5dr Auto,1.0,2023,Electric,45.49
Audi Q4,150kW 40 82.77kWh Edition 1 5dr Auto,78.0,2023,Electric,51.89
Audi Q4,150kW 40 82kWh S Line 5dr Auto,1.323,2023,Electric,42.99
Audi Q4,125kW 35 55.52kWh Sport 5dr Auto,10.105,2023,Electric,31.79
Audi Q4,150kW 40 82.77kWh Edition 1 5dr Auto,1.0,2023,Electric,47.45
Audi Q4 e-tron Sportback,150kW 40 82kWh Sport 5dr Auto,3.001,2023,Electric,nan
Audi Q4 e-tron Sportback,125kW 35 55.52kWh Sport 5dr Auto,1.686,2023,Electric,50.99
Audi Q4,125kW 35 55.52kWh Sport 5dr Auto,1.0,2023,Electric,48.95
Audi Q4 e-tron Sportback,220kW 50 Quattro 82.77kWh Edition 1 5dr Auto,2.735,2023,Electric,52.99
Audi Q4 e-tron Sportback,150kW 40 82kWh S Line 5dr Auto,1.602,2023,Electric,48.75
Audi Q4 e-tron Sportback,220kW 50 Quattro 82.77kWh Edition 1 5dr Auto,2.501,2023,Electric,nan
Audi Q4 e-tron Sportback,220kW 50 Quattro 82.77kWh Edition 1 5dr Auto,1.228,2023,Electric,52.99
Audi Q4 e-tron Sportback,150kW 40 82kWh S Line 5dr Auto,2.657,2023,Electric,38.99
Audi Q4 e-tron Sportback,150kW 40 82kWh S Line 5dr Auto,4.222,2023,Electric,nan
Audi Q4 e-tron Sportback,150kW 40 82kWh S Line 5dr Auto,2.19,2023,Electric,44.99
Audi Q4,125kW 35 55.52kWh S Line 5dr Auto,3.001,2023,Electric,36.295
Audi Q4 e-tron Sportback,150kW 40 82kWh S Line 5dr Auto,2.0,2023,Electric,nan
Audi Q4,220kW 50 Quattro 82kWh S Line 5dr Auto,1.606,2023,Electric,47.69
Audi Q4,150kW 40 82.77kWh Edition 1 5dr Auto,1.0,2023,Electric,48.45
Audi Q4,150kW 40 82.77kWh Edition 1 5dr Auto,7.0,2023,Electric,50.59
Audi Q4,150kW 40 82kWh S Line 5dr Auto,3.628,2023,Electric,36.99
Audi Q4,150kW 40 82.77kWh Edition 1 5dr Auto,2.0,2023,Electric,47.45
Audi Q4,220kW 50 Quattro 82kWh S Line 5dr Auto,4.531,2023,Electric,nan
Audi Q4 e-tron Sportback,150kW 40 82kWh Sport 5dr Auto,2.0,2023,Electric,42.5
Audi Q4 e-tron Sportback,125kW 35 55.52kWh S Line 5dr Auto,2.922,2023,Electric,39.79
Audi Q8 e-tron,300kW 55 Quattro 114kWh Sport 5dr Auto,650.0,2023,Electric,71.79
Audi Q4,150kW 40 82.77kWh Edition 1 5dr Auto,3.0,2023,Electric,51.19
Audi A8,L 50 TDI Quattro S Line 4dr Tiptronic,10.0,2023,Diesel,57.0
Audi Q8 e-tron,300kW 55 Quattro 114kWh Sport 5dr Auto,1.239,2023,Electric,nan
Audi Q4 e-tron Sportback,150kW 40 82kWh S Line 5dr Auto,1.0,2023,Electric,44.95
Audi Q8 e-tron,250kW 50 Quattro 95kWh Sport 5dr Auto,4.059,2023,Electric,52.39
Audi Q8 e-tron,300kW 55 Quattro 114kWh S Line 5dr Auto,1.983,2023,Electric,nan
Audi Q4 e-tron Sportback,125kW 35 55.52kWh Sport 5dr Auto,2.877,2023,Electric,49.99
Audi Q4,150kW 40 82kWh S Line 5dr Auto,20.017,2021,Electric,32.99
Audi Q8 e-tron,300kW 55 Quattro 114kWh Black Edition 5dr Auto,4.501,2023,Electric,nan
Audi Q8 e-tron,300kW 55 Quattro 114kWh S Line 5dr Auto,759.0,2023,Electric,nan
Audi Q8,55 TFSI e Quattro Black Edition 5dr Tiptronic,4.095,2023,Hybrid,70.95
Audi Q8 e-tron,300kW 55 Quattro 114kWh Sport 5dr Auto,1.985,2023,Electric,67.99
Audi Q8 e-tron,300kW 55 Quattro 114kWh Black Edition 5dr Auto,5.2,2023,Electric,74.99
Audi SQ8,SQ8 TFSI Quattro Black Edition 5dr Tiptronic,3.167,2023,Petrol,77.99
Audi Q4 e-tron Sportback,150kW 40 82kWh S Line 5dr Auto,1.0,2023,Electric,44.95
Audi Q4 e-tron Sportback,150kW 40 82kWh S Line 5dr Auto,1.0,2023,Electric,44.85
Audi Q2,30 TFSI S Line 5dr,22.034,2022,Petrol,20.591
Audi A4,35 TFSI Black Edition 4dr S Tronic,20.298,2021,Petrol,23.8
Audi Q8 e-tron,300kW 55 Quattro 114kWh Sport 5dr Auto,1.0,2023,Electric,66.95
Audi Q8,300kW 55 Quattro 114kWh Sport 5dr Auto,1.263,2023,Electric,67.99
Audi Q8,50 TDI Quattro S Line 5dr Tiptronic [Leather],43.641,2019,Diesel,nan
Audi RS3,RS 3 TFSI Quattro Carbon Black 4dr S Tronic,3.0,2023,Petrol,55.0
Audi Q4,150kW 40 82kWh Black Edition 5dr Auto,2.0,2023,Electric,48.95
Audi Q4 e-tron Sportback,150kW 40 82kWh S Line 5dr Auto,1.0,2023,Electric,45.49
Audi Q5 Sportback,50 TFSI e Quattro Edition 1 5dr S Tronic,2.245,2023,Hybrid,53.19
Audi A3,35 TFSI Black Edition 4dr S Tronic,78.0,2023,Petrol,35.69
Audi Q5,50 TFSI e Quattro S Line 5dr S Tronic,5.0,2023,Hybrid,47.79
Audi A3,35 TFSI Sport 5dr S Tronic,6.452,2022,Petrol,24.49
Audi Q7,55 TFSI Quattro Black Edition 5dr Tiptronic,19.96,2021,Petrol,49.99
Audi A5 Cabriolet,40 TFSI 204 S Line 2dr S Tronic,25.375,2020,Petrol,25.99
Audi A3,40 TFSI e Sport 5dr S Tronic,4.262,2022,Hybrid,25.79
Audi Q5,40 TDI Quattro Sport 5dr S Tronic,20.362,2019,Diesel,26.49
Audi Q2,35 TFSI S Line 5dr S Tronic,14.804,2023,Petrol,27.39
Audi A3,30 TFSI Sport 5dr S Tronic,2.709,2022,Petrol,23.99
Audi A3,30 TFSI S Line 5dr S Tronic,5.119,2022,Petrol,25.15
Audi RS e-tron GT,475kW Quattro 93kWh Carbon Vorsprung 4dr Auto,1.0,2023,Electric,93.69
Audi A4 Avant,40 TFSI 204 S Line 5dr S Tronic,1.0,2024,Petrol,36.99
Audi A3,35 TDI S Line 5dr S Tronic,1.58,2023,Diesel,30.39
Audi Q5,55 TFSI e Quattro S Line Competition 5dr S Tronic,16.63,2019,Hybrid,32.49
Audi Q5,50 TFSI e Quattro Sport 5dr S Tronic,2.383,2023,Hybrid,46.99
Audi A3 Saloon,35 TFSI Sport 4dr S Tronic,11.478,2021,Petrol,23.35
Audi Q3,35 TFSI Black Edition 5dr S Tronic,2.518,2023,Petrol,37.99
Audi A5 Sportback,35 TFSI S Line 5dr S Tronic,1.188,2023,Petrol,30.99
Audi Q2,35 TFSI S Line 5dr S Tronic,16.658,2021,Petrol,24.49
Audi Q5,45 TFSI Quattro S Line 5dr S Tronic,500.0,2023,Petrol,45.95
Audi SQ7,SQ7 TDI Quattro 5dr Tiptronic,27.463,2020,Diesel,52.99
Audi A4 Avant,35 TFSI Black Edition 5dr S Tronic,7.246,2023,Petrol,32.89
Audi Q2,35 TFSI Black Edition 5dr S Tronic,7.57,2021,Petrol,27.99
Audi A4 Avant,40 TFSI 204 Black Edition 5dr S Tronic,2.335,2023,Petrol,36.99
Audi A3 Saloon,35 TFSI Sport 4dr S Tronic,11.392,2021,Petrol,23.39
Audi Q2,35 TFSI S Line 5dr,5.0,2024,Petrol,30.59
Audi RS6,4.0T FSI Quattro RS 6 Performance 5dr Tip Auto,45.0,2017,Petrol,49.99
Audi TT,40 TFSI S Line 2dr S Tronic,24.45,2019,Petrol,21.99
Audi A4 Avant,35 TDI Black Edition 5dr S Tronic,53.351,2020,Diesel,23.99
Audi Q2,35 TFSI S Line 5dr,5.0,2024,Petrol,30.59
Audi A4 Avant,40 TFSI 204 Black Edition 5dr S Tronic,2.335,2023,Petrol,36.99
Audi A5 Sportback,35 TDI S Line 5dr S Tronic,15.326,2023,Diesel,31.79
Audi A3,35 TFSI S Line 5dr S Tronic,14.339,2023,Petrol,26.39
Audi Q5,55 TFSI e Quattro S Line Competition 5dr S Tronic,18.673,2020,Hybrid,34.99
Audi A5 Sportback,35 TFSI S Line 5dr S Tronic,16.83,2023,Petrol,29.99
Audi Q2,35 TFSI Black Edition 5dr S Tronic,4.439,2023,Petrol,32.49
Audi Q2,35 TFSI S Line 5dr S Tronic,7.639,2023,Petrol,28.99
Audi A1,30 TFSI 110 S Line 5dr S Tronic,13.66,2023,Petrol,23.59
Audi A3,35 TFSI S Line 5dr S Tronic,2.611,2023,Petrol,27.99
Audi A3,35 TFSI S Line 4dr S Tronic,1.554,2023,Petrol,nan
Audi A6,40 TFSI Black Edition 4dr S Tronic [Tech Pack],2.99,2023,Petrol,39.99
Audi A6 Avant,50 TDI Quattro Black Edition 5dr Tip Auto,24.893,2022,Diesel,39.99
Audi Q3,35 TFSI S Line 5dr S Tronic,12.017,2020,Petrol,28.59
Audi Q5,45 TFSI Quattro S Line 5dr S Tronic,16.947,2022,Petrol,nan
Audi A1,25 TFSI Technik 5dr,11.827,2021,Petrol,17.25
Audi Q5 Sportback,45 TFSI Quattro S Line 5dr S Tronic,14.844,2023,Petrol,41.49
Audi S3,S3 TFSI Quattro 5dr S Tronic,9.918,2020,Petrol,32.99
Audi Q3,45 TFSI e Black Edition 5dr S Tronic,9.383,2021,Hybrid,35.19
Audi A4 Avant,35 TFSI Black Edition 5dr S Tronic,3.969,2023,Petrol,34.99
Audi A6 Avant,40 TDI S Line 5dr S Tronic,44.02,2018,Diesel,23.19
Audi RS3,RS 3 TFSI Quattro Carbon Black 4dr S Tronic,8.201,2022,Petrol,53.79
Audi Q3,45 TFSI e S Line 5dr S Tronic,1.95,2023,Hybrid,39.89
Audi e-tron Sportback,300kW 55 Quattro 95kWh Launch Edition 5dr Auto,39.554,2021,Electric,34.79
Audi Q5,40 TDI Quattro S Line 5dr S Tronic,37.425,2019,Diesel,26.69
Audi RS5,RS 5 TFSI Quattro Carbon Black 5dr Tiptronic,6.351,2023,Petrol,62.45
Audi Q5 Sportback,45 TFSI Quattro S Line 5dr S Tronic,14.537,2023,Petrol,41.59
Audi A5 Sportback,35 TFSI S Line 5dr S Tronic,14.525,2023,Petrol,29.99
Audi RS Q8,RS Q8 TFSI Quattro Vorsprung 5dr Tiptronic,9.654,2022,Petrol,94.99
Audi Q2,35 TFSI S Line 5dr S Tronic,1.12,2023,Petrol,29.79
Audi A1,25 TFSI S Line 5dr,19.911,2019,Petrol,17.65
Audi S5,S5 TDI 341 Quattro Black Edition 5dr Tiptronic,37.598,2022,Diesel,40.49
Audi TT,45 TFSI Quattro Black Edition 2dr S Tronic,3.0,2022,Petrol,41.915
Audi Q8,55 TFSI Quattro Black Ed 5dr Tiptronic [Tech Pro],250.0,2024,Petrol,64.85
Audi Q7,55 TFSI Quattro Black Edition 5dr Tiptronic,15.044,2021,Petrol,49.99
Audi Q7,55 TFSI Quattro Black Edition 5dr Tiptronic,22.384,2021,Petrol,46.75
Audi Q7,50 TDI Quattro Black Edition 5dr Tiptronic,69.866,2021,Diesel,41.55
Audi A7,40 TDI S Line 5dr S Tronic,28.662,2020,Diesel,28.65
Audi Q7,50 TDI Quattro S Line 5dr Tiptronic,30.867,2020,Diesel,42.55
Audi Q7,55 TFSI Quattro S Line 5dr Tiptronic,11.0,2023,Petrol,56.19
Audi A7,40 TDI Quattro S Line 5dr S Tronic,65.325,2019,Diesel,nan
Audi TT,45 TFSI S Line 2dr S Tronic,32.968,2021,Petrol,nan
Audi A7,45 TFSI Quattro S Line 5dr S Tronic,1.897,2023,Petrol,47.89
Audi TT Roadster,TT RS TFSI Quattro 2dr S Tronic,904.0,2020,Petrol,nan
Audi TT,45 TFSI Quattro Final Edition 2dr S Tronic,3.894,2023,Petrol,45.49
Audi TT S,50 TFSI 320 Quattro TTS Final Ed 2dr S Tronic,1.084,2023,Petrol,49.39
Audi A7,50 TFSI e Quattro Black Edition 5dr S Tronic,3.501,2023,Hybrid,nan
Audi TT,40 TFSI Final Edition 2dr S Tronic,2.5,2023,Petrol,nan
Audi Q5,50 TFSI e Quattro Black Edition 5dr S Tronic,2.5,2023,Hybrid,54.38
Audi Q2,35 TFSI S Line 5dr S Tronic,8.118,2022,Petrol,26.59
Audi Q8,55 TFSI Quattro S Line 5dr Tiptronic [Leather],1.5,2023,Petrol,69.98
Audi RS3,2.5 TFSI RS 3 Quattro 5dr S Tronic,13.967,2017,Petrol,38.99
Audi A7,40 TDI Quattro S Line 5dr S Tronic,7.5,2023,Diesel,nan
Audi A8,60 TFSI e Quattro S Line 4dr Tiptronic,10.577,2022,Hybrid,nan
Audi A8,55 TFSI Quattro Black Edition 4dr Tiptronic,200.0,2024,Petrol,70.59
Audi S3,S3 TFSI Quattro Vorsprung 5dr S Tronic,5.265,2022,Petrol,42.65
Audi S3,S3 TFSI Quattro Black Edition 5dr S Tronic,45.1,2018,Petrol,nan
Audi A8,55 TFSI Quattro Black Edition 4dr Tiptronic,8.0,2023,Petrol,58.95
Audi A8,60 TFSI e Quattro S Line 4dr Tiptronic,7.0,2023,Hybrid,72.79
Audi RS4,RS 4 TFSI Quattro Carbon Black 5dr Tiptronic,5.902,2023,Petrol,69.75
Audi RS4,RS 4 TFSI Quattro Carbon Black 5dr Tiptronic,32.696,2020,Petrol,52.99
Audi RS6,RS 6 TFSI Quattro Performance 5dr Tiptronic,11.187,2023,Petrol,nan
Audi RS6,RS 6 TFSI Quattro 5dr Tiptronic,37.965,2021,Petrol,65.0
Audi RS6,RS 6 TFSI Quattro Carbon Black 5dr Tiptronic,96.0,2023,Petrol,99.99
Audi RS7,4.0T FSI V8 Quattro RS 7 Performance 5dr Tip Auto,37.518,2017,Petrol,41.99
Audi RS5,RS 5 TFSI Quattro 5dr Tiptronic,1.683,2022,Petrol,56.49
Audi RS5,RS 5 TFSI Quattro Vorsprung 5dr Tiptronic,1.0,2023,Petrol,nan
Audi RS5,RS 5 TFSI Quattro Carbon Black 5dr Tiptronic,1.04,2024,Petrol,66.995
Audi RS5,2.9 TFSI Quattro 2dr Tiptronic,23.5,2017,Petrol,nan
Audi SQ7,SQ7 TFSI Quattro Black Edition 5dr Tiptronic,15.367,2021,Petrol,nan
Audi Q3,35 TDI S Line 5dr S Tronic,37.075,2020,Diesel,23.956
Audi Q2,1.4 TFSI S Line 5dr S Tronic,73.244,2017,Petrol,14.795
Audi A1,1.4 TFSI 125 Black Edition Nav 5dr S Tronic,25.515,2018,Petrol,15.422
Audi A3,35 TFSI Edition 1 5dr,5.916,2023,Petrol,29.0
Audi A3,35 TFSI Edition 1 5dr,6.176,2023,Petrol,28.05
Audi A3,35 TFSI S Line 5dr S Tronic,5.646,2022,Petrol,26.85
Audi A3,40 TFSI e Sport 5dr S Tronic,14.903,2022,Hybrid,24.195
Audi S3,S3 TFSI Quattro 4dr S Tronic,22.589,2022,Petrol,31.895
Audi A3 Saloon,35 TDI Edition 1 4dr S Tronic,5.942,2023,Diesel,28.5
Audi S3,S3 TFSI Quattro Vorsprung 5dr S Tronic,4.5,2023,Petrol,45.05
Audi A3 Saloon,35 TDI Edition 1 4dr S Tronic,6.622,2023,Diesel,29.995
Audi A3 Saloon,35 TDI Edition 1 4dr S Tronic,8.699,2023,Diesel,30.9
Audi A3,35 TDI S Line 5dr S Tronic,9.997,2022,Diesel,26.35
Audi A3,35 TDI Technik 5dr S Tronic,6.823,2022,Diesel,23.65
Audi A3,35 TFSI Black Edition 4dr S Tronic,4.7,2023,Petrol,33.595
